what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1308690911852
started,bundle,org.eclipse.jst.j2ee,1.1.405.v201104141500,"org.eclipse.jst.j2ee",1308690911988
started,bundle,org.eclipse.jst.j2ee.core,1.2.5.v201104261700,"org.eclipse.jst.j2ee.core",1308690912103
started,bundle,org.eclipse.jst.jee,1.0.303.v201103311600,"org.eclipse.jst.jee",1308690912163
started,bundle,org.eclipse.jst.jsp.core,1.2.305.v201104281428,"org.eclipse.jst.jsp.core",1308690912276
started,bundle,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.ui",1308690912425
started,bundle,org.eclipse.wst.common.modulecore,1.2.6.v201103310300,"org.eclipse.wst.common.modulecore",1308690912446
started,bundle,org.eclipse.wst.css.core,1.1.403.v201103021532,"org.eclipse.wst.css.core",1308690912468
started,bundle,org.eclipse.wst.html.core,1.1.405.v201104191549,"org.eclipse.wst.html.core",1308690912506
started,bundle,org.eclipse.wst.jsdt.core,1.1.5.v201104272136,"org.eclipse.wst.jsdt.core",1308690912534
started,bundle,org.eclipse.wst.jsdt.ui,1.1.5.v201104070556,"org.eclipse.wst.jsdt.ui",1308690912618
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.305.v201103170144,"org.eclipse.wst.jsdt.web.core",1308690912635
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1308690912658
started,bundle,org.eclipse.wst.sse.ui,1.2.4.v201103231819,"org.eclipse.wst.sse.ui",1308690912779
started,bundle,org.eclipse.wst.validation,1.2.202.v201103212041,"org.eclipse.wst.validation",1308690912779
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1308690912780
started,bundle,org.eclipse.wst.xml.core,1.1.504.v201104070043,"org.eclipse.wst.xml.core",1308690912850
started,bundle,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui",1308690912970
started,bundle,org.eclipse.jst.j2ee.ui,1.1.405.v201104141600,"org.eclipse.jst.j2ee.ui",1308690913138
started,bundle,org.eclipse.jst.jee.ui,1.0.305.v201105110300,"org.eclipse.jst.jee.ui",1308690913527
started,bundle,org.eclipse.jst.jsf.core,1.3.4.v201103181656,"org.eclipse.jst.jsf.core",1308690913775
os,sysinfo,,,"linux",1308690913836
arch,sysinfo,,,"x86_64",1308690913836
ws,sysinfo,,,"gtk",1308690913836
locale,sysinfo,,,"en_US",1308690913836
processors,sysinfo,,,"4",1308690913836
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1308690913836
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1308690913836
java.specification.name,sysinfo,,,"Java Platform API Specification",1308690913836
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308690913836
java.specification.version,sysinfo,,,"1.6",1308690913836
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308690913836
java.version,sysinfo,,,"1.6.0_22",1308690913836
java.vm.info,sysinfo,,,"mixed mode",1308690913836
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1308690913836
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308690913836
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308690913836
java.vm.specification.version,sysinfo,,,"1.0",1308690913836
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308690913836
java.vm.version,sysinfo,,,"20.0-b11",1308690913836
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1308690914931
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1308690915178
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1308690915179
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1308690915202
started,bundle,org.eclipse.wb.core.lib,0.9.0.r36x201105061447,"org.eclipse.wb.core.lib",1308690915834
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1308690916066
started,bundle,org.eclipse.wb.core,0.9.0.r36x201105061447,"org.eclipse.wb.core",1308690916600
error,log,,,"Unhandled event loop exception",1308690917337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308690920605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308690922160
started,bundle,com.google.gdt.eclipse.designer.hosted,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted",1308690974582
started,bundle,com.google.gdt.eclipse.designer,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer",1308690999693
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer.UiBinder",1308690999715
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1308690999763
started,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201105061502,"org.eclipse.wb.core.xml",1308691000087
started,bundle,org.eclipse.wb.os.linux,0.9.0.r36x201105061447,"org.eclipse.wb.os.linux",1308691000544
started,bundle,com.google.gdt.eclipse.maven,2.3.1.r36v201105092302,"com.google.gdt.eclipse.maven",1308691016807
started,bundle,com.google.gdt.eclipse.suite,2.3.1.r36v201105092302,"com.google.gdt.eclipse.suite",1308691016812
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1308691016929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308691826019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308691838150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692669395
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1308692673489
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1308692673773
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308692673914
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1308692674655
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1308692674900
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308692674957
started,bundle,org.eclipse.jst.servlet.ui,1.1.405.v201104141500,"org.eclipse.jst.servlet.ui",1308692675352
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1308692680343
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1308692680353
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1308692680505
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1308692680507
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.2.v201103270854,"org.eclipse.jst.ws.jaxws.ui",1308692680510
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1308692681571
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1308692681591
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1308692681601
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1308692681610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692723787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692737646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692742944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692750215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692750946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692756352
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692794439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692841308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692841632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692846900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692865355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308692867559
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308692873654
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1308692873662
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1308692873667
